12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	



12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	



12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	



12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
12	1	1	1	1	1	1	1	1	1	1	1	1	1	12	
